6.6145 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
9.8779 	DATA 	Mouse: Left button down, pos=(1403,539)
9.8844 	EXP 	New trial (rep=0, index=1): {'cue_file': 'cue_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
10.2193 	DATA 	Mouse:  Left button up, pos=(1403,539)
10.2337 	EXP 	cue: autoDraw = False
10.2337 	EXP 	target: autoDraw = False
10.2337 	EXP 	cue: image = 'cue_right.png'
10.2337 	EXP 	cue: autoDraw = True
10.5876 	EXP 	target: autoDraw = True
10.9316 	EXP 	cue: autoDraw = False
11.0651 	DATA 	Mouse: Left button down, pos=(311,478)
11.0658 	EXP 	New trial (rep=0, index=2): {'cue_file': 'cue_left.png', 'target_x': 0.5, 'is_valid': 'invalid'}
11.5072 	DATA 	Mouse:  Left button up, pos=(311,478)
11.5211 	EXP 	cue: autoDraw = False
11.5211 	EXP 	target: autoDraw = False
11.5211 	EXP 	cue: image = 'cue_left.png'
11.5211 	EXP 	cue: autoDraw = True
11.7689 	EXP 	target: autoDraw = True
12.1752 	DATA 	Mouse: Left button down, pos=(1367,466)
12.1759 	EXP 	New trial (rep=0, index=3): {'cue_file': 'cue_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
12.5527 	DATA 	Mouse:  Left button up, pos=(1367,466)
12.5668 	EXP 	cue: autoDraw = False
12.5668 	EXP 	target: autoDraw = False
12.5668 	EXP 	cue: image = 'cue_right.png'
12.5668 	EXP 	cue: autoDraw = True
12.8779 	EXP 	target: autoDraw = True
13.2705 	EXP 	cue: autoDraw = False
13.3680 	DATA 	Mouse: Left button down, pos=(368,579)
13.3688 	EXP 	New trial (rep=1, index=0): {'cue_file': 'cue_left.png', 'target_x': 0.5, 'is_valid': 'invalid'}
13.9338 	DATA 	Mouse:  Left button up, pos=(368,579)
13.9489 	EXP 	cue: autoDraw = False
13.9489 	EXP 	target: autoDraw = False
13.9489 	EXP 	cue: image = 'cue_left.png'
13.9489 	EXP 	cue: autoDraw = True
14.0715 	EXP 	target: autoDraw = True
14.5569 	DATA 	Mouse: Left button down, pos=(1409,531)
14.5577 	EXP 	New trial (rep=1, index=1): {'cue_file': 'cue_left.png', 'target_x': 0.5, 'is_valid': 'invalid'}
15.0837 	DATA 	Mouse:  Left button up, pos=(1409,531)
15.0977 	EXP 	cue: autoDraw = False
15.0977 	EXP 	target: autoDraw = False
15.0977 	EXP 	cue: image = 'cue_left.png'
15.0977 	EXP 	cue: autoDraw = True
15.2591 	EXP 	target: autoDraw = True
15.7079 	DATA 	Mouse: Left button down, pos=(1460,517)
15.7086 	EXP 	New trial (rep=1, index=2): {'cue_file': 'cue_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
16.1786 	DATA 	Mouse:  Left button up, pos=(1460,517)
16.1928 	EXP 	cue: autoDraw = False
16.1928 	EXP 	target: autoDraw = False
16.1928 	EXP 	cue: image = 'cue_right.png'
16.1928 	EXP 	cue: autoDraw = True
16.4104 	EXP 	target: autoDraw = True
16.8410 	DATA 	Mouse: Left button down, pos=(473,584)
16.8419 	EXP 	New trial (rep=1, index=3): {'cue_file': 'cue_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
17.2919 	DATA 	Mouse:  Left button up, pos=(473,584)
17.3059 	EXP 	cue: autoDraw = False
17.3059 	EXP 	target: autoDraw = False
17.3059 	EXP 	cue: image = 'cue_right.png'
17.3059 	EXP 	cue: autoDraw = True
17.5434 	EXP 	target: autoDraw = True
17.7986 	DATA 	Mouse: Left button down, pos=(473,584)
17.8026 	EXP 	cue: autoDraw = False
17.8026 	EXP 	target: autoDraw = False
17.8027 	EXP 	posner-auto-counter: status = STOPPED
19.1117 	EXP 	window1: mouseVisible = True
