5.1248 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.9413 	EXP 	New trial (rep=1, index=2): {'cue_file': 'cue_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
7.2937 	DATA 	Mouse:  Left button up, pos=(215,594)
7.3093 	EXP 	cue: autoDraw = False
7.3093 	EXP 	target: autoDraw = False
7.3093 	EXP 	cue: image = 'cue_right.png'
7.3093 	EXP 	cue: autoDraw = True
7.6444 	EXP 	target: autoDraw = True
8.0128 	EXP 	cue: autoDraw = False
8.1040 	DATA 	Mouse: Left button down, pos=(423,500)
8.1048 	EXP 	New trial (rep=1, index=3): {'cue_file': 'cue_left.png', 'target_x': 0.5, 'is_valid': 'invalid'}
8.4967 	DATA 	Mouse:  Left button up, pos=(423,500)
8.5114 	EXP 	cue: autoDraw = False
8.5114 	EXP 	target: autoDraw = False
8.5114 	EXP 	cue: image = 'cue_left.png'
8.5114 	EXP 	cue: autoDraw = True
8.8077 	EXP 	target: autoDraw = True
9.1535 	DATA 	Mouse: Left button down, pos=(1582,599)
9.1543 	EXP 	New trial (rep=0, index=1): {'blockfile': 'valid_conditions.xlsx'}
9.1580 	EXP 	Imported valid_conditions.xlsx as conditions, 4 conditions, 3 params
9.1582 	EXP 	Created sequence: random, trialTypes=4, nReps=2, seed=None
9.1583 	EXP 	New trial (rep=0, index=0): {'cue_file': 'cue_right.png', 'target_x': 0.5, 'is_valid': 'valid'}
9.5119 	DATA 	Mouse:  Left button up, pos=(1582,599)
9.5260 	EXP 	cue: autoDraw = False
9.5260 	EXP 	target: autoDraw = False
9.5260 	EXP 	cue: image = 'cue_right.png'
9.5260 	EXP 	cue: autoDraw = True
9.8559 	EXP 	target: autoDraw = True
10.1654 	DATA 	Mouse: Left button down, pos=(1418,520)
10.1663 	EXP 	New trial (rep=0, index=1): {'cue_file': 'cue_right.png', 'target_x': 0.5, 'is_valid': 'valid'}
10.5192 	DATA 	Mouse:  Left button up, pos=(1418,520)
10.5333 	EXP 	cue: autoDraw = False
10.5333 	EXP 	target: autoDraw = False
10.5333 	EXP 	cue: image = 'cue_right.png'
10.5333 	EXP 	cue: autoDraw = True
10.8678 	EXP 	target: autoDraw = True
11.1955 	DATA 	Mouse: Left button down, pos=(1629,628)
11.1963 	EXP 	New trial (rep=0, index=2): {'cue_file': 'cue_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
11.5888 	DATA 	Mouse:  Left button up, pos=(1629,628)
11.6030 	EXP 	cue: autoDraw = False
11.6030 	EXP 	target: autoDraw = False
11.6030 	EXP 	cue: image = 'cue_left.png'
11.6030 	EXP 	cue: autoDraw = True
11.8980 	EXP 	target: autoDraw = True
12.3027 	EXP 	cue: autoDraw = False
12.3999 	DATA 	Mouse: Left button down, pos=(431,555)
12.4123 	EXP 	New trial (rep=0, index=3): {'cue_file': 'cue_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
12.8019 	DATA 	Mouse:  Left button up, pos=(431,555)
12.8162 	EXP 	cue: autoDraw = False
12.8162 	EXP 	target: autoDraw = False
12.8162 	EXP 	cue: image = 'cue_left.png'
12.8162 	EXP 	cue: autoDraw = True
13.1164 	EXP 	target: autoDraw = True
13.4315 	DATA 	Mouse: Left button down, pos=(500,545)
13.4322 	EXP 	New trial (rep=1, index=0): {'cue_file': 'cue_right.png', 'target_x': 0.5, 'is_valid': 'valid'}
13.7841 	DATA 	Mouse:  Left button up, pos=(500,545)
13.8016 	EXP 	cue: autoDraw = False
13.8016 	EXP 	target: autoDraw = False
13.8016 	EXP 	cue: image = 'cue_right.png'
13.8016 	EXP 	cue: autoDraw = True
14.1338 	EXP 	target: autoDraw = True
14.4675 	DATA 	Mouse: Left button down, pos=(1596,487)
14.4683 	EXP 	New trial (rep=1, index=1): {'cue_file': 'cue_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
14.8582 	DATA 	Mouse:  Left button up, pos=(1596,487)
14.8769 	EXP 	cue: autoDraw = False
14.8769 	EXP 	target: autoDraw = False
14.8769 	EXP 	cue: image = 'cue_left.png'
14.8769 	EXP 	cue: autoDraw = True
15.1700 	EXP 	target: autoDraw = True
15.5218 	DATA 	Mouse: Left button down, pos=(377,534)
15.5226 	EXP 	New trial (rep=1, index=2): {'cue_file': 'cue_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
15.9139 	DATA 	Mouse:  Left button up, pos=(377,534)
15.9298 	EXP 	cue: autoDraw = False
15.9298 	EXP 	target: autoDraw = False
15.9298 	EXP 	cue: image = 'cue_left.png'
15.9298 	EXP 	cue: autoDraw = True
16.2243 	EXP 	target: autoDraw = True
16.4853 	DATA 	Mouse: Left button down, pos=(461,561)
16.4861 	EXP 	New trial (rep=1, index=3): {'cue_file': 'cue_right.png', 'target_x': 0.5, 'is_valid': 'valid'}
16.8553 	DATA 	Mouse:  Left button up, pos=(461,561)
16.8695 	EXP 	cue: autoDraw = False
16.8695 	EXP 	target: autoDraw = False
16.8695 	EXP 	cue: image = 'cue_right.png'
16.8695 	EXP 	cue: autoDraw = True
17.1878 	EXP 	target: autoDraw = True
17.5684 	EXP 	cue: autoDraw = False
17.6353 	DATA 	Mouse: Left button down, pos=(1531,543)
17.6408 	EXP 	cue: autoDraw = False
17.6408 	EXP 	target: autoDraw = False
17.6409 	EXP 	posner-auto-counter: status = STOPPED
18.9603 	EXP 	window1: mouseVisible = True
